generation,i,fitness,hash,mom_hash,dad_hash,values
0,0,-15,1269222559789769500,0,0,0  0  0  0  0  0  1  0  1  0  1  1  0  1  0  1  1  1  0  0  1  0  0  0  0  0  0  1  1  0  1  1  0
0,1,-26,-163302614487680547,0,0,0  0  0  0  0  0  1  0  1  1  0  1  0  1  1  1  0  1  0  0  0  1  1  0  1  0  0  0  0  0  1  1  0
0,2,-33,-1313530229883334199,0,0,0  0  0  1  0  0  0  0  1  1  0  0  0  1  1  0  1  1  0  1  1  0  0  1  0  0  1  0  0  0  1  1  0
0,3,-34,5402557616313720168,0,0,0  0  0  0  1  0  1  0  0  0  1  0  1  1  0  1  0  1  1  0  0  0  0  0  1  0  1  1  0  1  0  0  0
0,4,-35,-1728014366095204833,0,0,0  0  0  0  1  0  0  1  1  1  1  0  0  0  0  1  0  1  0  1  0  0  1  0  1  0  0  1  1  1  1  0  0
0,5,-35,-1494978448838122351,0,0,1  0  0  1  0  1  0  1  1  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  1  0  0  0  1  1  0  0  0
0,6,-38,-1113150179593515513,0,0,0  0  0  0  0  1  0  0  1  0  1  0  0  1  1  0  1  0  1  1  0  0  0  0  1  0  0  0  0  0  0  0  0
0,7,-39,-5283512434532057915,0,0,1  0  1  1  0  0  1  0  1  1  0  1  1  0  0  0  1  1  0  0  0  0  0  0  0  1  1  0  0  0  0  1  0
0,8,-39,-7469917521971284263,0,0,1  0  1  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  1  1  0  0  1  0  0  1  0  0  0  0  1  1
0,9,-45,-3753536953061036765,0,0,1  1  0  1  0  0  1  0  1  1  0  1  0  1  0  0  1  1  0  0  0  0  0  0  1  0  0  1  0  1  0  1  0
0,10,-45,7378744061186204155,0,0,0  0  0  0  1  1  1  0  0  0  0  0  0  1  1  0  1  0  0  0  1  0  1  0  0  1  0  1  1  0  1  1  0
0,11,-47,3683524691795242567,0,0,1  0  1  0  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  0  0  0  0  0  1  1  0  1  1  0  1  0  0
0,12,-49,6144236061523377757,0,0,1  0  0  1  1  0  0  0  0  1  1  0  1  1  0  1  0  0  0  0  1  0  1  1  0  0  1  1  0  1  0  1  0
0,13,-52,843542279227673672,0,0,0  0  0  1  1  0  1  0  1  1  1  0  1  0  0  0  0  0  1  0  1  0  0  1  0  0  0  0  1  1  1  0  0
