generation,i,fitness,hash,mom_hash,dad_hash,values
0,0,5.677355695877156,7304868692881438550,0,0,1.0087649500112086  -0.8541126252745439
0,1,9.646032984507148,-6917211716637379555,0,0,-1.081805751612026  0.8063423504781788
0,2,12.719847096298217,-3778089810014788913,0,0,0.22345403485746118  -2.0319789985749663
0,3,13.726952203831711,-7943307213631949227,0,0,-1.049696726586741  -1.7655527107391515
0,4,14.48672615734862,6516782368759550364,0,0,3.1404201552986715  0.0708038961096511
0,5,15.30267705595481,-8157727081518110796,0,0,-1.9194618847562004  -1.231627209945617
0,6,15.825889406255234,-5371637095868334361,0,0,1.9290577214621099  0.2668433437928801
0,7,16.733843227486222,1696478925072656588,0,0,-3.9845300590774  0.0643383062472278
0,8,16.906113591128726,-8664120251247863414,0,0,-0.15791069668722102  2.2092737532694056
0,9,16.981041842933102,-7137100770756248223,0,0,-0.9841193370130599  -3.994638584400061
0,10,17.11726454685596,8938952862095790611,0,0,-3.1598145528034776  -0.9064209870618924
0,11,17.325000933034833,3838044160844875004,0,0,-1.1385128315903992  0.7186296460473924
0,12,17.65866365296703,8798488320979803130,0,0,-0.7687563137937845  0.22110704057969865
0,13,18.40564871508836,8301639405723362575,0,0,0.9621340421342852  1.3407976105284503
0,14,20.425796069356338,-1886519023647154257,0,0,1.977598113685664  4.029897927902799
0,15,20.442451500020493,2776546882993705807,0,0,0.6246952547410602  -0.12551520062272647
0,16,20.49997837276506,-7742747187357554792,0,0,-1.7166868760972034  -1.1505722341223588
0,17,20.628306121269123,-5304156168646490660,0,0,1.1229778004750655  3.9234719050728506
0,18,22.773859642429333,4891406799528398163,0,0,1.8926205628075703  -1.6814792354269592
0,19,23.072610976360465,-2477474828184511321,0,0,-1.5910202913369607  -1.071232417110541
0,20,23.302605806872826,-4472172198538619050,0,0,-0.5618926998362532  0.14180276467793274
0,21,23.528422055579043,-7616380056444310770,0,0,2.8899151371675833  -2.83641431314182
0,22,23.604562049467532,-3123707549020611643,0,0,0.7819648728587518  2.795622968820769
0,23,24.08297244800746,6911317316272475021,0,0,-3.286243487821729  0.9824462737944764
0,24,24.28143578961032,-5448856229369912275,0,0,2.3525344568025472  1.0898957076367246
0,25,25.32203520248582,5138788108138058015,0,0,-0.4886665647535233  -2.0657496614388515
0,26,25.599093246522656,5659966891005669885,0,0,-2.2088192345793916  2.2233841739959397
0,27,25.987221705595324,154818228833101754,0,0,0.8574872425333844  1.4452862948920622
0,28,26.085118221521107,-783507385504729482,0,0,-2.8058506952380515  -0.27515928517198596
0,29,26.1644793950332,-2647130564396741360,0,0,2.8241014744505595  2.2142949796501457
0,30,26.196204388792847,-545891633148721263,0,0,-1.4115492496000912  -1.154917168068283
0,31,26.275572264174656,8909499441767321784,0,0,0.06964333620755259  3.320761780806804
0,32,26.36321995463304,8334424628948626731,0,0,-2.9862785071739975  -2.2850844102153007
0,33,27.14100116083401,-4433540424231814746,0,0,2.466789966913095  0.9573888354164284
0,34,27.621137941731014,-4359203083118975356,0,0,-1.067419139620804  -2.5725069050478533
0,35,28.47666555840431,6368359831454298876,0,0,-2.122782885900771  -2.3453440871348814
0,36,28.512473659255626,8988438508029434775,0,0,-0.8228019550497887  1.5146272536441554
0,37,28.91552947255792,6846411739169810945,0,0,-0.21206805918878135  -1.434806884784408
0,38,29.054817341512972,4879792979202903987,0,0,-1.5087829939927362  0.8132044098074562
0,39,29.2199861555851,-8822992855828303697,0,0,1.0575518074725867  5.089772620878068
0,40,29.23824134754042,7022754334813722377,0,0,-0.5679761321221664  -1.2231020339171925
0,41,29.482989676247087,5680780866032723669,0,0,-1.5816677225596414  0.22152090866816287
0,42,29.834322314245355,6574188310871077357,0,0,-1.4394011492849232  0.7842672158196207
0,43,29.949014996583067,2708616020144102801,0,0,2.6978255022962383  2.9342582356559577
0,44,30.003142078808427,2098731796302970465,0,0,-3.1069789197135584  -0.6074685625894549
0,45,30.400653714014467,5400809877769691059,0,0,-1.7718674495421896  0.4105644593105868
0,46,31.467513859928417,2099782857207300107,0,0,2.842994790012204  0.4187743707846634
0,47,31.85527400722136,-3342993247140774059,0,0,2.2787928491630964  1.719469477277852
0,48,31.93116723603317,-2027591099785989804,0,0,3.701178678309202  0.17002578193498596
0,49,32.310878531988,7134095800166482564,0,0,-3.856272368996583  1.2818668645095919
0,50,32.390030003355754,8656142447343265796,0,0,-3.792896847286803  -0.25954503934395134
0,51,32.92519110563756,2516687496000113547,0,0,5.1163208263925855  -2.0228204528444236
0,52,33.289484289199045,7488447252014818000,0,0,0.9990409182800795  -3.5074422028977725
0,53,33.52245605170933,2375767127161763265,0,0,-1.7257397841305613  0.582492034647963
0,54,33.62542318157478,-6361143847864267728,0,0,-3.920371345978709  -3.903124119987921
0,55,33.76924766667496,-7105117972287747064,0,0,3.2047313802646853  3.1870610729982802
0,56,33.80576399468878,2345274593150885229,0,0,-1.8310390089134616  2.583567785214207
0,57,34.02065739634439,-3075048966811049169,0,0,0.9112884439330164  3.575656096845756
